"one","two","three","track"
"this","emptiness","but","Scared Of Lonely"
"emptiness","but","i'm","Scared Of Lonely"
"but","i'm","running","Scared Of Lonely"
"i'm","running","out","Scared Of Lonely"
"running","out","of","Scared Of Lonely"
"out","of","time","Scared Of Lonely"
"of","time","i'm","Scared Of Lonely"
"time","i'm","sinking","Scared Of Lonely"
"i'm","sinking","in","Scared Of Lonely"
"sinking","in","the","Scared Of Lonely"
"in","the","sand","Scared Of Lonely"
"the","sand","and","Scared Of Lonely"
"sand","and","i","Scared Of Lonely"
"and","i","can","Scared Of Lonely"
"i","can","barely","Scared Of Lonely"
"can","barely","stand","Scared Of Lonely"
"barely","stand","i'm","Scared Of Lonely"
"stand","i'm","lost","Scared Of Lonely"
"i'm","lost","in","Scared Of Lonely"
"lost","in","this","Scared Of Lonely"
"in","this","dream","Scared Of Lonely"
"this","dream","i","Scared Of Lonely"
"dream","i","need","Scared Of Lonely"
"i","need","you","Scared Of Lonely"
"need","you","to","Scared Of Lonely"
"you","to","hold","Scared Of Lonely"
"to","hold","me","Scared Of Lonely"
"hold","me","i'm","Scared Of Lonely"
"me","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","lonely","Scared Of Lonely"
"of","lonely","i","Scared Of Lonely"
"lonely","i","try","Scared Of Lonely"
"i","try","to","Scared Of Lonely"
"try","to","be","Scared Of Lonely"
"to","be","patient","Scared Of Lonely"
"be","patient","but","Scared Of Lonely"
"patient","but","i'm","Scared Of Lonely"
"but","i'm","hurting","Scared Of Lonely"
"i'm","hurting","deep","Scared Of Lonely"
"hurting","deep","inside","Scared Of Lonely"
"deep","inside","and","Scared Of Lonely"
"inside","and","i","Scared Of Lonely"
"and","i","can't","Scared Of Lonely"
"i","can't","keep","Scared Of Lonely"
"can't","keep","waiting","Scared Of Lonely"
"keep","waiting","i","Scared Of Lonely"
"waiting","i","need","Scared Of Lonely"
"i","need","comfort","Scared Of Lonely"
"need","comfort","late","Scared Of Lonely"
"comfort","late","at","Scared Of Lonely"
"late","at","night","Scared Of Lonely"
"at","night","and","Scared Of Lonely"
"night","and","i","Scared Of Lonely"
"and","i","can't","Scared Of Lonely"
"i","can't","find","Scared Of Lonely"
"can't","find","my","Scared Of Lonely"
"find","my","way","Scared Of Lonely"
"my","way","won't","Scared Of Lonely"
"way","won't","you","Scared Of Lonely"
"won't","you","lead","Scared Of Lonely"
"you","lead","me","Scared Of Lonely"
"lead","me","home","Scared Of Lonely"
"me","home","cause","Scared Of Lonely"
"home","cause","i'm","Scared Of Lonely"
"cause","i'm","lost","Scared Of Lonely"
"i'm","lost","in","Scared Of Lonely"
"lost","in","this","Scared Of Lonely"
"in","this","dream","Scared Of Lonely"
"this","dream","i","Scared Of Lonely"
"dream","i","need","Scared Of Lonely"
"i","need","you","Scared Of Lonely"
"need","you","to","Scared Of Lonely"
"you","to","hold","Scared Of Lonely"
"to","hold","me","Scared Of Lonely"
"hold","me","i'm","Scared Of Lonely"
"me","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","lonely","Scared Of Lonely"
"of","lonely","and","Scared Of Lonely"
"lonely","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","being","Scared Of Lonely"
"of","being","the","Scared Of Lonely"
"being","the","only","Scared Of Lonely"
"the","only","shadow","Scared Of Lonely"
"only","shadow","i","Scared Of Lonely"
"shadow","i","see","Scared Of Lonely"
"i","see","along","Scared Of Lonely"
"see","along","the","Scared Of Lonely"
"along","the","wall","Scared Of Lonely"
"the","wall","and","Scared Of Lonely"
"wall","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","the","Scared Of Lonely"
"scared","the","only","Scared Of Lonely"
"the","only","heartbeat","Scared Of Lonely"
"only","heartbeat","i","Scared Of Lonely"
"heartbeat","i","hear","Scared Of Lonely"
"i","hear","beating","Scared Of Lonely"
"hear","beating","is","Scared Of Lonely"
"beating","is","my","Scared Of Lonely"
"is","my","own","Scared Of Lonely"
"my","own","and","Scared Of Lonely"
"own","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","being","Scared Of Lonely"
"of","being","alone","Scared Of Lonely"
"being","alone","i","Scared Of Lonely"
"alone","i","can't","Scared Of Lonely"
"i","can't","seem","Scared Of Lonely"
"can't","seem","to","Scared Of Lonely"
"seem","to","breathe","Scared Of Lonely"
"to","breathe","when","Scared Of Lonely"
"breathe","when","i","Scared Of Lonely"
"when","i","am","Scared Of Lonely"
"i","am","lost","Scared Of Lonely"
"am","lost","in","Scared Of Lonely"
"lost","in","this","Scared Of Lonely"
"in","this","dream","Scared Of Lonely"
"this","dream","i","Scared Of Lonely"
"dream","i","need","Scared Of Lonely"
"i","need","you","Scared Of Lonely"
"need","you","to","Scared Of Lonely"
"you","to","hold","Scared Of Lonely"
"to","hold","me","Scared Of Lonely"
"hold","me","i'm","Scared Of Lonely"
"me","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","lonely","Scared Of Lonely"
"of","lonely","i'm","Scared Of Lonely"
"lonely","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","lonely","Scared Of Lonely"
"of","lonely","i","Scared Of Lonely"
"lonely","i","cry","Scared Of Lonely"
"i","cry","at","Scared Of Lonely"
"cry","at","night","Scared Of Lonely"
"at","night","'cause","Scared Of Lonely"
"night","'cause","my","Scared Of Lonely"
"'cause","my","baby's","Scared Of Lonely"
"my","baby's","too","Scared Of Lonely"
"baby's","too","far","Scared Of Lonely"
"too","far","to","Scared Of Lonely"
"far","to","be","Scared Of Lonely"
"to","be","by","Scared Of Lonely"
"be","by","my","Scared Of Lonely"
"by","my","side","Scared Of Lonely"
"my","side","to","Scared Of Lonely"
"side","to","wipe","Scared Of Lonely"
"to","wipe","away","Scared Of Lonely"
"wipe","away","these","Scared Of Lonely"
"away","these","tears","Scared Of Lonely"
"these","tears","of","Scared Of Lonely"
"tears","of","mine","Scared Of Lonely"
"of","mine","so","Scared Of Lonely"
"mine","so","i","Scared Of Lonely"
"so","i","hold","Scared Of Lonely"
"i","hold","my","Scared Of Lonely"
"hold","my","pillow","Scared Of Lonely"
"my","pillow","tight","Scared Of Lonely"
"pillow","tight","to","Scared Of Lonely"
"tight","to","imagine","Scared Of Lonely"
"to","imagine","you","Scared Of Lonely"
"imagine","you","would","Scared Of Lonely"
"you","would","stretch","Scared Of Lonely"
"would","stretch","your","Scared Of Lonely"
"stretch","your","hand","Scared Of Lonely"
"your","hand","looking","Scared Of Lonely"
"hand","looking","for","Scared Of Lonely"
"looking","for","mine","Scared Of Lonely"
"for","mine","'cause","Scared Of Lonely"
"mine","'cause","i'm","Scared Of Lonely"
"'cause","i'm","lost","Scared Of Lonely"
"i'm","lost","in","Scared Of Lonely"
"lost","in","this","Scared Of Lonely"
"in","this","dream","Scared Of Lonely"
"this","dream","i","Scared Of Lonely"
"dream","i","need","Scared Of Lonely"
"i","need","you","Scared Of Lonely"
"need","you","to","Scared Of Lonely"
"you","to","hold","Scared Of Lonely"
"to","hold","me","Scared Of Lonely"
"hold","me","i'm","Scared Of Lonely"
"me","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","lonely","Scared Of Lonely"
"of","lonely","and","Scared Of Lonely"
"lonely","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","being","Scared Of Lonely"
"of","being","the","Scared Of Lonely"
"being","the","only","Scared Of Lonely"
"the","only","shadow","Scared Of Lonely"
"only","shadow","i","Scared Of Lonely"
"shadow","i","see","Scared Of Lonely"
"i","see","along","Scared Of Lonely"
"see","along","the","Scared Of Lonely"
"along","the","wall","Scared Of Lonely"
"the","wall","and","Scared Of Lonely"
"wall","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","the","Scared Of Lonely"
"scared","the","only","Scared Of Lonely"
"the","only","heartbeat","Scared Of Lonely"
"only","heartbeat","i","Scared Of Lonely"
"heartbeat","i","hear","Scared Of Lonely"
"i","hear","beating","Scared Of Lonely"
"hear","beating","is","Scared Of Lonely"
"beating","is","my","Scared Of Lonely"
"is","my","own","Scared Of Lonely"
"my","own","and","Scared Of Lonely"
"own","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","being","Scared Of Lonely"
"of","being","alone","Scared Of Lonely"
"being","alone","i","Scared Of Lonely"
"alone","i","can't","Scared Of Lonely"
"i","can't","seem","Scared Of Lonely"
"can't","seem","to","Scared Of Lonely"
"seem","to","breathe","Scared Of Lonely"
"to","breathe","when","Scared Of Lonely"
"breathe","when","i","Scared Of Lonely"
"when","i","am","Scared Of Lonely"
"i","am","lost","Scared Of Lonely"
"am","lost","in","Scared Of Lonely"
"lost","in","this","Scared Of Lonely"
"in","this","dream","Scared Of Lonely"
"this","dream","i","Scared Of Lonely"
"dream","i","need","Scared Of Lonely"
"i","need","you","Scared Of Lonely"
"need","you","to","Scared Of Lonely"
"you","to","hold","Scared Of Lonely"
"to","hold","me","Scared Of Lonely"
"hold","me","i","Scared Of Lonely"
"me","i","need","Scared Of Lonely"
"i","need","your","Scared Of Lonely"
"need","your","strength","Scared Of Lonely"
"your","strength","when","Scared Of Lonely"
"strength","when","nobody","Scared Of Lonely"
"when","nobody","is","Scared Of Lonely"
"nobody","is","around","Scared Of Lonely"
"is","around","'cause","Scared Of Lonely"
"around","'cause","i'm","Scared Of Lonely"
"'cause","i'm","tired","Scared Of Lonely"
"i'm","tired","of","Scared Of Lonely"
"tired","of","this","Scared Of Lonely"
"of","this","emptiness","Scared Of Lonely"
"this","emptiness","i","Scared Of Lonely"
"emptiness","i","think","Scared Of Lonely"
"i","think","i'm","Scared Of Lonely"
"think","i'm","drowning","Scared Of Lonely"
"i'm","drowning","i","Scared Of Lonely"
"drowning","i","can't","Scared Of Lonely"
"i","can't","be","Scared Of Lonely"
"can't","be","lonely","Scared Of Lonely"
"be","lonely","no","Scared Of Lonely"
"lonely","no","more","Scared Of Lonely"
"no","more","cause","Scared Of Lonely"
"more","cause","i'm","Scared Of Lonely"
"cause","i'm","lost","Scared Of Lonely"
"i'm","lost","in","Scared Of Lonely"
"lost","in","this","Scared Of Lonely"
"in","this","dream","Scared Of Lonely"
"this","dream","i","Scared Of Lonely"
"dream","i","need","Scared Of Lonely"
"i","need","you","Scared Of Lonely"
"need","you","to","Scared Of Lonely"
"you","to","hold","Scared Of Lonely"
"to","hold","me","Scared Of Lonely"
"hold","me","i'm","Scared Of Lonely"
"me","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","lonely","Scared Of Lonely"
"of","lonely","and","Scared Of Lonely"
"lonely","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","being","Scared Of Lonely"
"of","being","the","Scared Of Lonely"
"being","the","only","Scared Of Lonely"
"the","only","shadow","Scared Of Lonely"
"only","shadow","i","Scared Of Lonely"
"shadow","i","see","Scared Of Lonely"
"i","see","along","Scared Of Lonely"
"see","along","the","Scared Of Lonely"
"along","the","wall","Scared Of Lonely"
"the","wall","and","Scared Of Lonely"
"wall","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","the","Scared Of Lonely"
"scared","the","only","Scared Of Lonely"
"the","only","heartbeat","Scared Of Lonely"
"only","heartbeat","i","Scared Of Lonely"
"heartbeat","i","hear","Scared Of Lonely"
"i","hear","beating","Scared Of Lonely"
"hear","beating","is","Scared Of Lonely"
"beating","is","my","Scared Of Lonely"
"is","my","own","Scared Of Lonely"
"my","own","and","Scared Of Lonely"
"own","and","i'm","Scared Of Lonely"
"and","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","being","Scared Of Lonely"
"of","being","alone","Scared Of Lonely"
"being","alone","i","Scared Of Lonely"
"alone","i","can't","Scared Of Lonely"
"i","can't","seem","Scared Of Lonely"
"can't","seem","to","Scared Of Lonely"
"seem","to","breathe","Scared Of Lonely"
"to","breathe","when","Scared Of Lonely"
"breathe","when","i","Scared Of Lonely"
"when","i","am","Scared Of Lonely"
"i","am","lost","Scared Of Lonely"
"am","lost","in","Scared Of Lonely"
"lost","in","this","Scared Of Lonely"
"in","this","dream","Scared Of Lonely"
"this","dream","i","Scared Of Lonely"
"dream","i","need","Scared Of Lonely"
"i","need","you","Scared Of Lonely"
"need","you","to","Scared Of Lonely"
"you","to","hold","Scared Of Lonely"
"to","hold","me","Scared Of Lonely"
"hold","me","i'm","Scared Of Lonely"
"me","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","lonely","Scared Of Lonely"
"of","lonely","i'm","Scared Of Lonely"
"lonely","i'm","scared","Scared Of Lonely"
"i'm","scared","of","Scared Of Lonely"
"scared","of","lonely","Scared Of Lonely"
"of","lonely",NA,"Scared Of Lonely"
"lonely",NA,NA,"Scared Of Lonely"
"this","is","for","Schoolin Life"
"is","for","them","Schoolin Life"
"for","them","20","Schoolin Life"
"them","20","somethings","Schoolin Life"
"20","somethings","time","Schoolin Life"
"somethings","time","really","Schoolin Life"
"time","really","moves","Schoolin Life"
"really","moves","fast","Schoolin Life"
